Query,Response,language,intent,Response_DE,Response_TA
கணக்கு மூடல் கட்டணத்தில் உங்கள் கொள்கைகள் என்ன?,"The account closure fee, if any, are described in our payment table.Review the information of our website or contact the customer service.",ta,unknown,,"கணக்கு மூடல் கட்டணம், ஏதேனும் இருந்தால், எங்கள் கட்டண அட்டவணையில் விவரிக்கப்பட்டுள்ளது. எங்கள் வலைத்தளத்தின் தகவல்களை மதிப்பாய்வு செய்யவும் அல்லது வாடிக்கையாளர் சேவையைத் தொடர்பு கொள்ளவும்."
புதிய வங்கிக் கணக்கை நான் எவ்வாறு திறப்பது?,"To open a new bank account, visit our website and click 'Open Account' or visit any of our branches with your identity documents.",ta,unknown,,"ஒரு புதிய வங்கிக் கணக்கைத் திறக்க, எங்கள் வலைத்தளத்தைப் பார்வையிட்டு 'திறந்த கணக்கு' என்பதைக் கிளிக் செய்க அல்லது உங்கள் அடையாள ஆவணங்களுடன் எங்கள் கிளைகளில் ஏதேனும் ஒன்றைப் பார்வையிடவும்."
What is the interest rate for a venture loan?,The current interest rate for a venture loan is 8.2%.,en,loan_info,"Der aktuelle Zinssatz für ein Risikokredit beträgt 8,2%.",துணிகர கடனுக்கான தற்போதைய வட்டி விகிதம் 8.2%ஆகும்.
Was sind Ihre Richtlinien für Inaktivitätsgebühren?,The inactivity fees and guidelines for accounts are listed in our fee plan.Please check the information on our website or contact customer service.,de,unknown,Die Inaktivitätsgebühren und -richtlinien für Kontoen sind in unserem Gebührenplan aufgeführt. Bitte überprüfen Sie die Informationen auf unserer Website oder wenden Sie sich an den Kundendienst.,
What are your policies on account minimum balances?,Account minimum balance requirements are detailed in our account terms and conditions. Review the information on our website or contact customer service.,en,unknown,Die Mindestbilanzanforderungen des Kontos werden in unseren Kontobedingungen detailliert beschrieben.Überprüfen Sie die Informationen auf unserer Website oder wenden Sie sich an den Kundendienst.,கணக்கு குறைந்தபட்ச இருப்பு தேவைகள் எங்கள் கணக்கு விதிமுறைகள் மற்றும் நிபந்தனைகளில் விவரிக்கப்பட்டுள்ளன.எங்கள் வலைத்தளத்தின் தகவல்களை மதிப்பாய்வு செய்யவும் அல்லது வாடிக்கையாளர் சேவையைத் தொடர்பு கொள்ளவும்.
What is the interest rate for a debtconsolidation loan?,The current interest rate for a debtconsolidation loan is 15.2%.,en,loan_info,"Der aktuelle Zinssatz für ein Schuldenkonsolidierungsdarlehen beträgt 15,2%.",கடன் ஒருங்கிணைப்பு கடனுக்கான தற்போதைய வட்டி விகிதம் 15.2%ஆகும்.
எனது கணக்கு அமைப்புகளை எவ்வாறு மாற்றுவது?,Transfer your account settings by logging in to your online bank account and going to the 'Settings' section.,ta,unknown,,உங்கள் ஆன்லைன் வங்கி கணக்கில் உள்நுழைந்து 'அமைப்புகள்' பிரிவுக்குச் செல்வதன் மூலம் உங்கள் கணக்கு அமைப்புகளை மாற்றவும்.
What is the interest rate for a venture loan?,The current interest rate for a venture loan is 5.7%.,en,loan_info,"Der aktuelle Zinssatz für ein Risikokredit beträgt 5,7%.",துணிகர கடனுக்கான தற்போதைய வட்டி விகிதம் 5.7%ஆகும்.
How do I close my bank account?,"To close your bank account, visit a branch with your ID and any remaining checks or cards. Alternatively, you can request account closure through online banking.",en,unknown,"Um Ihr Bankkonto zu schließen, besuchen Sie eine Filiale mit Ihrem ID und verbleibenden Schecks oder Karten.Alternativ können Sie die Schließung des Kontos über das Online -Banking anfordern.","உங்கள் வங்கிக் கணக்கை மூட, உங்கள் ஐடி மற்றும் மீதமுள்ள காசோலைகள் அல்லது அட்டைகளுடன் ஒரு கிளையைப் பார்வையிடவும்.மாற்றாக, ஆன்லைன் வங்கி மூலம் கணக்கு மூடலைக் கோரலாம்."
Goodbye,Sad to see you go :(,en,goodbye,"Traurig zu sehen, dass du gehst :(",நீங்கள் செல்வதைக் கண்டு வருத்தமாக இருக்கிறது :(
உங்கள் வங்கி மூலம் கடன் அறிக்கையை நான் பெறலாமா?,Credit reports are available through credit reporting agent.Check if you have access to your online bank account.,ta,unknown,,கடன் அறிக்கைகள் கடன் அறிக்கையிடல் முகவர் மூலம் கிடைக்கின்றன. உங்கள் ஆன்லைன் வங்கி கணக்கு மூலம் அணுகல் இருக்கிறதா என்று சரிபார்க்கவும்.
What is the interest rate for a education loan?,The current interest rate for a education loan is 16.3%.,en,loan_info,"Der aktuelle Zinssatz für ein Bildungsdarlehen beträgt 16,3%.",கல்வி கடனுக்கான தற்போதைய வட்டி விகிதம் 16.3%ஆகும்.
Wie richte ich eine automatische Übertragung zwischen Konten ein?,"Set up an automatic transmission by registering in your online banking account, selecting ""transmission funds"" and planning the transfers.",de,unknown,"Richten Sie eine automatische Übertragung ein, indem Sie sich in Ihrem Online -Banking -Konto anmelden, ""Übertragungsfonds"" auswählen und die Überweisungen planen.",
What is the interest rate for a medical loan?,The current interest rate for a medical loan is 6.8%.,en,loan_info,"Der aktuelle Zinssatz für ein medizinisches Darlehen beträgt 6,8%.",மருத்துவ கடனுக்கான தற்போதைய வட்டி விகிதம் 6.8%ஆகும்.
What is the interest rate for a medical loan?,The current interest rate for a medical loan is 12.1%.,en,loan_info,"Der aktuelle Zinssatz für ein medizinisches Darlehen beträgt 12,1%.",மருத்துவ கடனுக்கான தற்போதைய வட்டி விகிதம் 12.1%ஆகும்.
What is the interest rate for a homeimprovement loan?,The current interest rate for a homeimprovement loan is 6.0%.,en,loan_info,"Der aktuelle Zinssatz für ein Hausverbesserungsdarlehen beträgt 6,0%.",வீட்டு மேம்பாட்டுக் கடனுக்கான தற்போதைய வட்டி விகிதம் 6.0%ஆகும்.
What is the interest rate for a medical loan?,The current interest rate for a medical loan is 15.2%.,en,loan_info,"Der aktuelle Zinssatz für ein medizinisches Darlehen beträgt 15,2%.",மருத்துவ கடனுக்கான தற்போதைய வட்டி விகிதம் 15.2%ஆகும்.
What is the interest rate for a debtconsolidation loan?,The current interest rate for a debtconsolidation loan is 19.8%.,en,loan_info,"Der aktuelle Zinssatz für ein Schuldenkonsolidierungsdarlehen beträgt 19,8%.",கடன் ஒருங்கிணைப்பு கடனுக்கான தற்போதைய வட்டி விகிதம் 19.8%ஆகும்.
Tell me about your services,"We are leading international bank, having branches in 5 cities across the Globe. We provide Savings Account, Current Account, Loans and Credit Cards.",en,unknown,"Wir führen die internationale Bank und haben Filialen in 5 Städten auf der ganzen Welt.Wir bieten Sparkonto, Girokonto, Darlehen und Kreditkarten.","உலகெங்கிலும் உள்ள 5 நகரங்களில் கிளைகளை வைத்திருக்கும் சர்வதேச வங்கியை நாங்கள் வழிநடத்துகிறோம்.நாங்கள் சேமிப்புக் கணக்கு, நடப்புக் கணக்கு, கடன்கள் மற்றும் கிரெடிட் கார்டுகளை வழங்குகிறோம்."
What is the interest rate for a medical loan?,The current interest rate for a medical loan is 12.7%.,en,loan_info,"Der aktuelle Zinssatz für ein medizinisches Darlehen beträgt 12,7%.",மருத்துவ கடனுக்கான தற்போதைய வட்டி விகிதம் 12.7%ஆகும்.
What is the interest rate for a debtconsolidation loan?,The current interest rate for a debtconsolidation loan is 8.7%.,en,loan_info,"Der aktuelle Zinssatz für ein Schuldenkonsolidierungsdarlehen beträgt 8,7%.",கடன் ஒருங்கிணைப்பு கடனுக்கான தற்போதைய வட்டி விகிதம் 8.7%ஆகும்.
What is the interest rate for a personal loan?,The current interest rate for a personal loan is 5.4%.,en,loan_info,"Der aktuelle Zinssatz für ein persönliches Darlehen beträgt 5,4%.",தனிப்பட்ட கடனுக்கான தற்போதைய வட்டி விகிதம் 5.4%ஆகும்.
கணக்கு குறைந்தபட்ச நிலுவைகள் குறித்த உங்கள் கொள்கை என்ன?,Our policy account on minimum balances varies by type.Review the account details on our website or contact the customer service for details.,ta,unknown,,குறைந்தபட்ச நிலுவைகள் குறித்த எங்கள் கொள்கை கணக்கு வகையால் மாறுபடும். எங்கள் இணையதளத்தில் கணக்கு விவரங்களை மதிப்பாய்வு செய்யவும் அல்லது விவரங்களுக்கு வாடிக்கையாளர் சேவையைத் தொடர்பு கொள்ளவும்.
What is the interest rate for a homeimprovement loan?,The current interest rate for a homeimprovement loan is 9.5%.,en,loan_info,"Der aktuelle Zinssatz für ein Hausverbesserungsdarlehen beträgt 9,5%.",வீட்டு மேம்பாட்டுக் கடனுக்கான தற்போதைய வட்டி விகிதம் 9.5%ஆகும்.
What is the interest rate for a personal loan?,The current interest rate for a personal loan is 11.7%.,en,loan_info,"Der aktuelle Zinssatz für ein persönliches Darlehen beträgt 11,7%.",தனிப்பட்ட கடனுக்கான தற்போதைய வட்டி விகிதம் 11.7%ஆகும்.
What is the interest rate for a personal loan?,The current interest rate for a personal loan is 15.0%.,en,loan_info,"Der aktuelle Zinssatz für ein persönliches Darlehen beträgt 15,0%.",தனிப்பட்ட கடனுக்கான தற்போதைய வட்டி விகிதம் 15.0%ஆகும்.
What is the interest rate for a homeimprovement loan?,The current interest rate for a homeimprovement loan is 10.3%.,en,loan_info,"Der aktuelle Zinssatz für ein Hausverbesserungsdarlehen beträgt 10,3%.",வீட்டு மேம்பாட்டுக் கடனுக்கான தற்போதைய வட்டி விகிதம் 10.3%ஆகும்.
What is the interest rate for a medical loan?,The current interest rate for a medical loan is 18.9%.,en,loan_info,"Der aktuelle Zinssatz für ein medizinisches Darlehen beträgt 18,9%.",மருத்துவ கடனுக்கான தற்போதைய வட்டி விகிதம் 18.9%ஆகும்.
How can I apply for a loan?,"To apply for a loan, visit our website and fill out the online application form or visit one of our branches to speak with a loan officer.",en,unknown,"Um ein Darlehen zu beantragen, besuchen Sie unsere Website und füllen Sie das Online -Bewerbungsformular aus oder besuchen Sie eine unserer Filialen, um mit einem Kreditsachen zu sprechen.","கடனுக்காக விண்ணப்பிக்க, எங்கள் வலைத்தளத்தைப் பார்வையிட்டு ஆன்லைன் விண்ணப்ப படிவத்தை நிரப்பவும் அல்லது கடன் அதிகாரியுடன் பேச எங்கள் கிளைகளில் ஒன்றைப் பார்வையிடவும்."
What is the interest rate for a personal loan?,The current interest rate for a personal loan is 16.1%.,en,loan_info,"Der aktuelle Zinssatz für ein persönliches Darlehen beträgt 16,1%.",தனிப்பட்ட கடனுக்கான தற்போதைய வட்டி விகிதம் 16.1%ஆகும்.
What is the interest rate for a homeimprovement loan?,The current interest rate for a homeimprovement loan is 12.5%.,en,loan_info,"Der aktuelle Zinssatz für ein Hausverbesserungsdarlehen beträgt 12,5%.",வீட்டு மேம்பாட்டுக் கடனுக்கான தற்போதைய வட்டி விகிதம் 12.5%ஆகும்.
What is the interest rate for a homeimprovement loan?,The current interest rate for a homeimprovement loan is 9.2%.,en,loan_info,"Der aktuelle Zinssatz für ein Hausverbesserungsdarlehen beträgt 9,2%.",வீட்டு மேம்பாட்டுக் கடனுக்கான தற்போதைய வட்டி விகிதம் 9.2%ஆகும்.
Kann ich Kontobenachrichtigungen einrichten?,"Yes, you can set up account notifications via our online banking portal or our mobile app to receive warnings for different account activities.",de,unknown,"Ja, Sie können Kontobenachrichtigungen über unser Online -Banking -Portal oder unsere mobile App einrichten, um Warnungen für verschiedene Kontoaktivitäten zu erhalten.",
Wie kann ich meinen Stift ändern?,"To change your PIN, register in your online banking account or visit an ATM and follow the instructions to update your PIN.",de,unknown,"Um Ihre PIN zu ändern, melden Sie sich in Ihr Online -Banking -Konto an oder besuchen Sie einen Geldautomaten und befolgen Sie die Anweisungen, um Ihre PIN zu aktualisieren.",
What is the interest rate for a venture loan?,The current interest rate for a venture loan is 17.0%.,en,loan_info,"Der aktuelle Zinssatz für ein Risikokredit beträgt 17,0%.",துணிகர கடனுக்கான தற்போதைய வட்டி விகிதம் 17.0%ஆகும்.
What is the interest rate for a venture loan?,The current interest rate for a venture loan is 18.0%.,en,loan_info,"Der aktuelle Zinssatz für ein Risikokredit beträgt 18,0%.",துணிகர கடனுக்கான தற்போதைய வட்டி விகிதம் 18.0%ஆகும்.
What is the interest rate for a personal loan?,The current interest rate for a personal loan is 10.5%.,en,loan_info,"Der aktuelle Zinssatz für ein persönliches Darlehen beträgt 10,5%.",தனிப்பட்ட கடனுக்கான தற்போதைய வட்டி விகிதம் 10.5%ஆகும்.
கணக்கு பராமரிப்புக்கான உங்கள் கட்டணம் என்ன?,The fees for account maintenance can be found on our payment schedule.Review the information of our website or contact the customer service.,ta,unknown,,கணக்கு பராமரிப்புக்கான கட்டணங்களை எங்கள் கட்டண அட்டவணையில் காணலாம். எங்கள் வலைத்தளத்தின் தகவல்களை மதிப்பாய்வு செய்யவும் அல்லது வாடிக்கையாளர் சேவையைத் தொடர்பு கொள்ளவும்.
What is the interest rate for a homeimprovement loan?,The current interest rate for a homeimprovement loan is 15.5%.,en,loan_info,"Der aktuelle Zinssatz für ein Hausverbesserungsdarlehen beträgt 15,5%.",வீட்டு மேம்பாட்டுக் கடனுக்கான தற்போதைய வட்டி விகிதம் 15.5%ஆகும்.
Wie bestreite ich eine Gebühr auf meine Kreditkarte?,"To deny a fee, contact our customer service with the details of the fee and the supporting documentation.",de,unknown,"Um eine Gebühr zu bestreiten, wenden Sie sich an unseren Kundendienst mit den Einzelheiten der Gebühr und der unterstützenden Dokumentation.",
What is the interest rate for a medical loan?,The current interest rate for a medical loan is 15.6%.,en,loan_info,"Der aktuelle Zinssatz für ein medizinisches Darlehen beträgt 15,6%.",மருத்துவ கடனுக்கான தற்போதைய வட்டி விகிதம் 15.6%ஆகும்.
What is the interest rate for a education loan?,The current interest rate for a education loan is 19.0%.,en,loan_info,"Der aktuelle Zinssatz für ein Bildungsdarlehen beträgt 19,0%.",கல்வி கடனுக்கான தற்போதைய வட்டி விகிதம் 19.0%ஆகும்.
What is the interest rate for a medical loan?,The current interest rate for a medical loan is 13.4%.,en,loan_info,"Der aktuelle Zinssatz für ein medizinisches Darlehen beträgt 13,4%.",மருத்துவ கடனுக்கான தற்போதைய வட்டி விகிதம் 13.4%ஆகும்.
What is the interest rate for a debtconsolidation loan?,The current interest rate for a debtconsolidation loan is 12.7%.,en,loan_info,"Der aktuelle Zinssatz für ein Schuldenkonsolidierungsdarlehen beträgt 12,7%.",கடன் ஒருங்கிணைப்பு கடனுக்கான தற்போதைய வட்டி விகிதம் 12.7%ஆகும்.
What is the interest rate for a homeimprovement loan?,The current interest rate for a homeimprovement loan is 7.7%.,en,loan_info,"Der aktuelle Zinssatz für ein Hausverbesserungsdarlehen beträgt 7,7%.",வீட்டு மேம்பாட்டுக் கடனுக்கான தற்போதைய வட்டி விகிதம் 7.7%ஆகும்.
What is the interest rate for a education loan?,The current interest rate for a education loan is 10.8%.,en,loan_info,"Der aktuelle Zinssatz für ein Bildungsdarlehen beträgt 10,8%.",கல்வி கடனுக்கான தற்போதைய வட்டி விகிதம் 10.8%ஆகும்.
What is the interest rate for a education loan?,The current interest rate for a education loan is 14.4%.,en,loan_info,"Der aktuelle Zinssatz für ein Bildungsdarlehen beträgt 14,4%.",கல்வி கடனுக்கான தற்போதைய வட்டி விகிதம் 14.4%ஆகும்.
What is the interest rate for a personal loan?,The current interest rate for a personal loan is 5.9%.,en,loan_info,"Der aktuelle Zinssatz für ein persönliches Darlehen beträgt 5,9%.",தனிப்பட்ட கடனுக்கான தற்போதைய வட்டி விகிதம் 5.9%ஆகும்.
What's up,Hello!,en,greeting,Hallo!,வணக்கம்!
What is the interest rate for a medical loan?,The current interest rate for a medical loan is 11.7%.,en,loan_info,"Der aktuelle Zinssatz für ein medizinisches Darlehen beträgt 11,7%.",மருத்துவ கடனுக்கான தற்போதைய வட்டி விகிதம் 11.7%ஆகும்.
What is the interest rate for a medical loan?,The current interest rate for a medical loan is 13.2%.,en,loan_info,"Der aktuelle Zinssatz für ein medizinisches Darlehen beträgt 13,2%.",மருத்துவ கடனுக்கான தற்போதைய வட்டி விகிதம் 13.2%ஆகும்.
நீங்கள் மாணவர் கடன் சேவைகளை வழங்குகிறீர்களா?,"Yes, we offer student credit services.Visit our website or contact our credit department for information on student credit options.",ta,unknown,,"ஆம், நாங்கள் மாணவர் கடன் சேவைகளை வழங்குகிறோம். மாணவர் கடன் விருப்பங்கள் குறித்த தகவலுக்கு எங்கள் வலைத்தளத்தைப் பார்வையிடவும் அல்லது எங்கள் கடன் துறையைத் தொடர்பு கொள்ளவும்."
What is the interest rate for a debtconsolidation loan?,The current interest rate for a debtconsolidation loan is 8.2%.,en,loan_info,"Der aktuelle Zinssatz für ein Schuldenkonsolidierungsdarlehen beträgt 8,2%.",கடன் ஒருங்கிணைப்பு கடனுக்கான தற்போதைய வட்டி விகிதம் 8.2%ஆகும்.
கணக்கு செயலற்ற கட்டணத்தில் உங்கள் கொள்கை என்ன?,Account passive fees and policies are described in our payment schedule.Review the information of our website or contact the customer service.,ta,unknown,,கணக்கு செயலற்ற கட்டணம் மற்றும் கொள்கைகள் எங்கள் கட்டண அட்டவணையில் விவரிக்கப்பட்டுள்ளன. எங்கள் வலைத்தளத்தின் தகவல்களை மதிப்பாய்வு செய்யவும் அல்லது வாடிக்கையாளர் சேவையைத் தொடர்பு கொள்ளவும்.
What is the interest rate for a personal loan?,The current interest rate for a personal loan is 19.2%.,en,loan_info,"Der aktuelle Zinssatz für ein persönliches Darlehen beträgt 19,2%.",தனிப்பட்ட கடனுக்கான தற்போதைய வட்டி விகிதம் 19.2%ஆகும்.
கணக்கு அறிவிப்புகளை நான் அமைக்க முடியுமா?,"Yes, we can set up account notifications through our online bank portal or mobile application to get alert for various accounting activities.",ta,unknown,,"ஆம், பல்வேறு கணக்கு நடவடிக்கைகளுக்கான விழிப்பூட்டல்களைப் பெற எங்கள் ஆன்லைன் வங்கி போர்டல் அல்லது மொபைல் பயன்பாடு மூலம் கணக்கு அறிவிப்புகளை அமைக்கலாம்."
Can I transfer money internationally?,"Yes, you can transfer money internationally. Check our website or contact customer service for details on international transfer options and fees.",en,unknown,"Ja, Sie können Geld international überweisen.Weitere Informationen zu internationalen Transferoptionen und Gebühren finden Sie in unserer Website oder wenden Sie sich an den Kundendienst.","ஆம், நீங்கள் சர்வதேச அளவில் பணத்தை மாற்றலாம்.சர்வதேச பரிமாற்ற விருப்பங்கள் மற்றும் கட்டணங்கள் குறித்த விவரங்களுக்கு எங்கள் வலைத்தளத்தைப் பாருங்கள் அல்லது வாடிக்கையாளர் சேவையைத் தொடர்பு கொள்ளவும்."
கணக்குகளுக்கு இடையில் பணத்தை எவ்வாறு மாற்றுவது?,"Log in your online banking account or mobile app, select 'Transfer Funds', choose accounts and enter the amount you want to change.",ta,unknown,,"உங்கள் ஆன்லைன் வங்கி கணக்கு அல்லது மொபைல் பயன்பாட்டில் உள்நுழைந்து, 'இடமாற்ற நிதிகளை' என்பதைத் தேர்ந்தெடுத்து, கணக்குகளைத் தேர்வுசெய்து, நீங்கள் மாற்ற விரும்பும் தொகையை உள்ளிடவும்."
What is the interest rate for a personal loan?,The current interest rate for a personal loan is 16.5%.,en,loan_info,"Der aktuelle Zinssatz für ein persönliches Darlehen beträgt 16,5%.",தனிப்பட்ட கடனுக்கான தற்போதைய வட்டி விகிதம் 16.5%ஆகும்.
What is the interest rate for a personal loan?,The current interest rate for a personal loan is 15.1%.,en,loan_info,"Der aktuelle Zinssatz für ein persönliches Darlehen beträgt 15,1%.",தனிப்பட்ட கடனுக்கான தற்போதைய வட்டி விகிதம் 15.1%ஆகும்.
What is the interest rate for a medical loan?,The current interest rate for a medical loan is 6.4%.,en,loan_info,"Der aktuelle Zinssatz für ein medizinisches Darlehen beträgt 6,4%.",மருத்துவ கடனுக்கான தற்போதைய வட்டி விகிதம் 6.4%ஆகும்.
What is the interest rate for a venture loan?,The current interest rate for a venture loan is 13.3%.,en,loan_info,"Der aktuelle Zinssatz für ein Risikokredit beträgt 13,3%.",துணிகர கடனுக்கான தற்போதைய வட்டி விகிதம் 13.3%ஆகும்.
What is the interest rate for a personal loan?,The current interest rate for a personal loan is 11.6%.,en,loan_info,"Der aktuelle Zinssatz für ein persönliches Darlehen beträgt 11,6%.",தனிப்பட்ட கடனுக்கான தற்போதைய வட்டி விகிதம் 11.6%ஆகும்.
What are your procedures for handling fraudulent transactions?,Procedures for handling fraudulent transactions are detailed on our website. Contact customer service immediately if you suspect fraud.,en,unknown,"Verfahren zum Umgang mit betrügerischen Transaktionen sind auf unserer Website detailliert.Wenden Sie sich sofort an den Kundendienst, wenn Sie Betrug vermuten.",மோசடி பரிவர்த்தனைகளைக் கையாள்வதற்கான நடைமுறைகள் எங்கள் இணையதளத்தில் விவரிக்கப்பட்டுள்ளன.நீங்கள் மோசடியை சந்தேகித்தால் உடனடியாக வாடிக்கையாளர் சேவையைத் தொடர்பு கொள்ளுங்கள்.
What is the interest rate for a personal loan?,The current interest rate for a personal loan is 19.0%.,en,loan_info,"Der aktuelle Zinssatz für ein persönliches Darlehen beträgt 19,0%.",தனிப்பட்ட கடனுக்கான தற்போதைய வட்டி விகிதம் 19.0%ஆகும்.
Was sind Ihre Richtlinien für Mindestguthaben?,The minimum balance sheet requirements of the account are described in detail in our account conditions.Check the information on our website or contact customer service.,de,unknown,Die Mindestbilanzanforderungen des Kontos werden in unseren Kontobedingungen detailliert beschrieben. Überprüfen Sie die Informationen auf unserer Website oder wenden Sie sich an den Kundendienst.,
What is the interest rate for a education loan?,The current interest rate for a education loan is 14.0%.,en,loan_info,"Der aktuelle Zinssatz für ein Bildungsdarlehen beträgt 14,0%.",கல்வி கடனுக்கான தற்போதைய வட்டி விகிதம் 14.0%ஆகும்.
What is the interest rate for a personal loan?,The current interest rate for a personal loan is 11.0%.,en,loan_info,"Der aktuelle Zinssatz für ein persönliches Darlehen beträgt 11,0%.",தனிப்பட்ட கடனுக்கான தற்போதைய வட்டி விகிதம் 11.0%ஆகும்.
What is the interest rate for a education loan?,The current interest rate for a education loan is 10.1%.,en,loan_info,"Der aktuelle Zinssatz für ein Bildungsdarlehen beträgt 10,1%.",கல்வி கடனுக்கான தற்போதைய வட்டி விகிதம் 10.1%ஆகும்.
What is the interest rate for a personal loan?,The current interest rate for a personal loan is 15.2%.,en,loan_info,"Der aktuelle Zinssatz für ein persönliches Darlehen beträgt 15,2%.",தனிப்பட்ட கடனுக்கான தற்போதைய வட்டி விகிதம் 15.2%ஆகும்.
What is the interest rate for a education loan?,The current interest rate for a education loan is 13.8%.,en,loan_info,"Der aktuelle Zinssatz für ein Bildungsdarlehen beträgt 13,8%.",கல்வி கடனுக்கான தற்போதைய வட்டி விகிதம் 13.8%ஆகும்.
Wie kann ich Hilfe bei Online -Banking -Problemen bekommen?,"To support online banking problems, contact our customer service team or visit a branch for personal help.",de,unknown,Für Unterstützung bei Online-Banking-Problemen wenden Sie sich an unser Kundendienstteam oder besuchen Sie eine Filiale für persönliche Hilfe.,
Wie aktiviere ich meine neue Kreditkarte?,Activate your new credit card by registering the activation number provided with your card by registering in your online banking account.,de,unknown,"Aktivieren Sie Ihre neue Kreditkarte, indem Sie die mit Ihrer Karte bereitgestellte Aktivierungsnummer oder anmelden, indem Sie sich in Ihrem Online -Banking -Konto anmelden.",
How can I open a new bank account?,"To open a new bank account, visit our website and click on 'Open Account' or visit any of our branches with your identification documents.",en,unknown,"Um ein neues Bankkonto zu eröffnen, besuchen Sie unsere Website und klicken Sie auf ""Open Account"" oder besuchen Sie unsere Filialen mit Ihren Ausweisdokumenten.","ஒரு புதிய வங்கிக் கணக்கைத் திறக்க, எங்கள் வலைத்தளத்தைப் பார்வையிட்டு 'திறந்த கணக்கு' என்பதைக் கிளிக் செய்க அல்லது உங்கள் அடையாள ஆவணங்களுடன் எங்கள் கிளைகளில் ஏதேனும் ஒன்றைப் பார்வையிடவும்."
Wie kann ich meine E -Mail -Adresse aktualisieren?,"Update your E -Mail address by registering in your online banking account and accessing the ""Profile"" or ""contact information"" section.",de,unknown,"Aktualisieren Sie Ihre E -Mail -Adresse, indem Sie sich in Ihrem Online -Banking -Konto anmelden und auf den Abschnitt ""Profil"" oder ""Kontaktinformationen"" zugreifen.",
What is the interest rate for a personal loan?,The current interest rate for a personal loan is 8.2%.,en,loan_info,"Der aktuelle Zinssatz für ein persönliches Darlehen beträgt 8,2%.",தனிப்பட்ட கடனுக்கான தற்போதைய வட்டி விகிதம் 8.2%ஆகும்.
What is the interest rate for a education loan?,The current interest rate for a education loan is 11.0%.,en,loan_info,"Der aktuelle Zinssatz für ein Bildungsdarlehen beträgt 11,0%.",கல்வி கடனுக்கான தற்போதைய வட்டி விகிதம் 11.0%ஆகும்.
What is the interest rate for a venture loan?,The current interest rate for a venture loan is 19.3%.,en,loan_info,"Der aktuelle Zinssatz für ein Risikokredit beträgt 19,3%.",துணிகர கடனுக்கான தற்போதைய வட்டி விகிதம் 19.3%ஆகும்.
What is the interest rate for a medical loan?,The current interest rate for a medical loan is 5.8%.,en,loan_info,"Der aktuelle Zinssatz für ein medizinisches Darlehen beträgt 5,8%.",மருத்துவ கடனுக்கான தற்போதைய வட்டி விகிதம் 5.8%ஆகும்.
What is the interest rate for a medical loan?,The current interest rate for a medical loan is 15.1%.,en,loan_info,"Der aktuelle Zinssatz für ein medizinisches Darlehen beträgt 15,1%.",மருத்துவ கடனுக்கான தற்போதைய வட்டி விகிதம் 15.1%ஆகும்.
What is the interest rate for a homeimprovement loan?,The current interest rate for a homeimprovement loan is 16.5%.,en,loan_info,"Der aktuelle Zinssatz für ein Hausverbesserungsdarlehen beträgt 16,5%.",வீட்டு மேம்பாட்டுக் கடனுக்கான தற்போதைய வட்டி விகிதம் 16.5%ஆகும்.
What is the interest rate for a medical loan?,The current interest rate for a medical loan is 17.3%.,en,loan_info,"Der aktuelle Zinssatz für ein medizinisches Darlehen beträgt 17,3%.",மருத்துவ கடனுக்கான தற்போதைய வட்டி விகிதம் 17.3%ஆகும்.
எனது கணக்கு உறைந்திருந்தால் நான் என்ன செய்ய வேண்டும்?,"If your account is frozen, contact our customer service immediately to solve the problem.",ta,unknown,,"உங்கள் கணக்கு உறைந்திருந்தால், சிக்கலைத் தீர்க்க உடனடியாக எங்கள் வாடிக்கையாளர் சேவையைத் தொடர்பு கொள்ளுங்கள்."
I am Leaving,Sad to see you go :(,en,goodbye,"Traurig zu sehen, dass du gehst :(",நீங்கள் செல்வதைக் கண்டு வருத்தமாக இருக்கிறது :(
How can I get financial advice for retirement planning?,Contact our retirement planning advisors to schedule a meeting and get personalized financial advice for your retirement planning needs.,en,unknown,"Wenden Sie sich an unsere Berater für die Pensionsplanung, um ein Treffen zu vereinbaren und personalisierte finanzielle Beratung für Ihre Anforderungen für die Altersvorsorge zu erhalten.",ஒரு கூட்டத்தை திட்டமிட எங்கள் ஓய்வூதிய திட்டமிடல் ஆலோசகர்களைத் தொடர்பு கொள்ளுங்கள் மற்றும் உங்கள் ஓய்வூதிய திட்டமிடல் தேவைகளுக்கு தனிப்பயனாக்கப்பட்ட நிதி ஆலோசனையைப் பெறுங்கள்.
What is the interest rate for a education loan?,The current interest rate for a education loan is 12.2%.,en,loan_info,"Der aktuelle Zinssatz für ein Bildungsdarlehen beträgt 12,2%.",கல்வி கடனுக்கான தற்போதைய வட்டி விகிதம் 12.2%ஆகும்.
What is the interest rate for a venture loan?,The current interest rate for a venture loan is 15.6%.,en,loan_info,"Der aktuelle Zinssatz für ein Risikokredit beträgt 15,6%.",துணிகர கடனுக்கான தற்போதைய வட்டி விகிதம் 15.6%ஆகும்.
What is the interest rate for a debtconsolidation loan?,The current interest rate for a debtconsolidation loan is 15.8%.,en,loan_info,"Der aktuelle Zinssatz für ein Schuldenkonsolidierungsdarlehen beträgt 15,8%.",கடன் ஒருங்கிணைப்பு கடனுக்கான தற்போதைய வட்டி விகிதம் 15.8%ஆகும்.
