Query,Response,language,intent
எனது கணக்கை எவ்வாறு மூடுவது?,"உங்கள் கணக்கை மூட, வாடிக்கையாளர் சேவையைத் தொடர்பு கொள்ளுங்கள் அல்லது கணக்கு மூடல் செயல்முறையை முடிக்க ஒரு கிளையைப் பார்வையிடவும்.",ta,unknown
scholarship mechanical,"Many government scholarships are supported by our university. For details and updates visit <a target=""_blank"" href=""(SCHOLARSHIP DETAILS LINK)"">here</a>",en,scholarship
Wie lautet die Richtlinien Ihrer Bank für ausländische Transaktionen?,"Ausländische Transaktionsgebühren und -richtlinien finden Sie auf unserer Website oder durch Kontakt mit dem Kundendienst für Details, die für Ihr Konto spezifisch sind.",de,unknown
"Was soll ich tun, wenn ich in meinem Konto betrügerische Aktivitäten vermute?","Wenn Sie betrügerische Aktivitäten vermuten, wenden Sie sich sofort an unseren Kundenservice, um ihn zu melden und Ihr Konto zu sichern.",de,unknown
what should I call you,You can call me Mind Reader.,en,name
How can I get a copy of my credit report?,You can request a copy of your credit report through the credit reporting agencies or check if it is available through your online banking account.,en,unknown
Wie finde ich den nächsten Zweig oder Geldautomaten?,Sie finden die nächste Filiale oder den nächsten Geldautomaten mit dem Zweig -Tool auf unserer Website oder mobilen App.,de,unknown
Bieten Sie Student Loan Services an?,"Ja, wir bieten Studentendarlehensleistungen an. Bitte besuchen Sie unsere Website oder wenden Sie sich an unsere Darlehensabteilung, um Informationen zu Studentendarlehensoptionen zu erhalten.",de,unknown
tell me the fee,"For Fee detail visit <a target=""_blank"" href=""LINK""> here</a>",en,fees
எனது கணக்கு விழிப்பூட்டல்களை எவ்வாறு நிர்வகிப்பது?,உங்கள் ஆன்லைன் வங்கி கணக்கில் உள்நுழைந்து உங்கள் அறிவிப்புகளைத் தனிப்பயனாக்க 'எச்சரிக்கைகள்' பகுதியை அணுகுவதன் மூலம் உங்கள் கணக்கு விழிப்பூட்டல்களை நிர்வகிக்கவும்.,ta,unknown
கம்பி இடமாற்றங்கள் குறித்த உங்கள் கொள்கை என்ன?,"கம்பி இடமாற்றங்கள் குறித்த எங்கள் கொள்கையில் கட்டணங்கள் மற்றும் வரம்புகள் உள்ளன, அவை எங்கள் இணையதளத்தில் அல்லது விரிவான தகவல்களுக்கு வாடிக்கையாளர் சேவையைத் தொடர்புகொள்வதன் மூலம் காணலாம்.",ta,unknown
who is the hod,"HODs differ for each branch, please be more specific like: (HOD it)",en,hod
name of principal,XYZ is college principal and if you need any help then call your branch hod first.That is more appropriate,en,principal
What are your procedures for account reconciliation?,Account reconciliation procedures can be found on our website or by contacting customer service for specific details.,en,unknown
How can I find the nearest branch or ATM?,You can find the nearest branch or ATM by using the branch locator tool on our website or mobile app.,en,unknown
what documents do I need for admission,"To know more about document required visit <a target=""_blank"" href=""ADD LINK OF ADMISSION GUIDANCE DOCUMENT FROM YOUR UNIVERSITY WEBSITE""> here</a>",en,document
is there any ragging cases,"We are Proud to tell you that our college provides ragging free environment, and we have strict rules against ragging",en,ragging
Can I access my account through a web browser?,"Yes, you can access your account through a web browser by logging into our online banking platform.",en,unknown
college number,You can contact at: NUMBER,en,number
number of seats per branch,"For IT, Computer and extc 60 per branch and seat may be differ for different department.",en,college intake
syllabus,"Timetable provide direct to the students OR To know about syllabus visit <a target=""_blank"" href=""TIMETABLE LINK""> here</a>",en,syllabus
who are you,You can call me Mind Reader.,en,name
ஆன்லைன் வங்கியை எவ்வாறு அமைப்பது?,"ஆன்லைன் வங்கியை அமைக்க, எங்கள் வலைத்தளத்தைப் பார்வையிட்டு, உங்கள் கணக்கு தகவலைப் பயன்படுத்தி ஆன்லைன் அணுகலுக்கான பதிவு செய்வதற்கான வழிமுறைகளைப் பின்பற்றவும்.",ta,unknown
Wie kann ich mein Kreditlimit erhöhen?,"Um eine Erhöhung Ihres Kreditlimits anzufordern, melden Sie sich in Ihrem Online -Banking -Konto an und bewerben Sie sich über den Kreditkartenabschnitt oder rufen Sie den Kundendienst an.",de,unknown
Give me committee details,For the various committe in college contact this number: ADD NUMBER,en,committee
college telephone number,You can contact at: NUMBER,en,number
okie,I am glad I helped you,en,salutaion
எனது சம்பள காசோலைக்கு நேரடி வைப்புத்தொகையை அமைக்கலாமா?,"ஆம், உங்கள் முதலாளிக்கு உங்கள் கணக்கு எண் மற்றும் எங்கள் வங்கியின் ரூட்டிங் எண்ணை வழங்குவதன் மூலம் நேரடி வைப்புத்தொகையை அமைக்கலாம்.",ta,unknown
Can I get a copy of my account contract?,Request a copy of your account contract by contacting customer service or accessing your account documents through our online banking portal.,en,unknown
Where is canteen,Our university has canteen with variety of food available,en,canteen
scholarship for AI/ML,"Many government scholarships are supported by our university. For details and updates visit <a target=""_blank"" href=""(SCHOLARSHIP DETAILS LINK)"">here</a>",en,scholarship
நீங்கள் முதலீட்டு சேவைகளை வழங்குகிறீர்களா?,"ஆம், நாங்கள் பலவிதமான முதலீட்டு சேவைகளை வழங்குகிறோம். தயவுசெய்து எங்கள் முதலீட்டு சேவைகள் பக்கத்தைப் பார்வையிடவும் அல்லது மேலும் தகவலுக்கு நிதி ஆலோசகரைத் தொடர்பு கொள்ளவும்.",ta,unknown
floors in college,My College has total 2 floors ,en,floors
What is your policy on wire transfers?,"Our policy on wire transfers includes fees and limits, which can be found on our website or by contacting customer service for detailed information.",en,unknown
scholarship civil,"Many government scholarships are supported by our university. For details and updates visit <a target=""_blank"" href=""(SCHOLARSHIP DETAILS LINK)"">here</a>",en,scholarship
see you,Sad to see you go :(,en,goodbye
does college have any antiragging facility,"We are Proud to tell you that our college provides ragging free environment, and we have strict rules against ragging",en,ragging
what is my college time,College is open 8am-5pm Monday-Saturday!,en,hours
Wie stoppe ich die Zahlung bei einem Scheck?,"Um die Zahlung bei einem Scheck zu stoppen, wenden Sie sich an unseren Kundendienst oder besuchen Sie eine Filiale mit Ihren Kontodaten und Informationen zum Scheck.",de,unknown
Kann ich einen gemeinsamen Kontoinhaber hinzufügen?,"Ja, Sie können einen gemeinsamen Kontoinhaber hinzufügen, indem Sie eine Filiale besuchen oder Ihre Kontodaten über das Online -Banking aktualisieren.",de,unknown
fuck,please use appropriate language,en,swear
What are your policies on account inactivity fees?,Account inactivity fees and policies are detailed in our fee schedule. Please review the information on our website or contact customer service for details.,en,unknown
Wie kann ich einen Ersatz für eine beschädigte Karte bekommen?,"Um einen Ersatz für eine beschädigte Karte zu erhalten, wenden Sie sich an den Kundendienst oder besuchen Sie eine Filiale, um eine neue Karte anzufordern.",de,unknown
name of extc hod,Different school wise hod are different.So be more clear with your school or department,en,extchod
What should I do if I have a question about my loan?,"For questions about your loan, contact our loan department or visit a branch to speak with a loan officer for assistance.",en,unknown
"Was soll ich tun, wenn ich eine nicht autorisierte Transaktion bemerke?","Melden Sie alle nicht autorisierten Transaktionen sofort in den Kundendienst, um das Problem zu beheben und Ihr Konto zu sichern.",de,unknown
கணக்கு குறைந்தபட்ச நிலுவைகளில் உங்கள் கொள்கைகள் என்ன?,கணக்கு குறைந்தபட்ச இருப்பு தேவைகள் எங்கள் கணக்கு விதிமுறைகள் மற்றும் நிபந்தனைகளில் விவரிக்கப்பட்டுள்ளன. எங்கள் வலைத்தளத்தின் தகவல்களை மதிப்பாய்வு செய்யவும் அல்லது வாடிக்கையாளர் சேவையைத் தொடர்பு கொள்ளவும்.,ta,unknown
Bieten Sie mobile Scheckeinzahlungen an?,"Ja, wir bieten eine mobile Scheckeinzahlung über unsere Bank -App an. Machen Sie einfach ein Foto des Schecks und befolgen Sie die Anweisungen in der App.",de,unknown
Do you offer financial planning services?,"Yes, we offer financial planning services. Please visit our website or contact our financial advisors for more information and to schedule a consultation.",en,unknown
எனது கணக்கு உறைந்திருந்தால் நான் என்ன செய்ய வேண்டும்?,"உங்கள் கணக்கு உறைந்திருந்தால், சிக்கலைத் தீர்க்க உடனடியாக எங்கள் வாடிக்கையாளர் சேவையைத் தொடர்பு கொள்ளுங்கள்.",ta,unknown
recruitment,"To know about placement visit <a target=""_blank"" href=""PLACEMENT INFORMATION LINK FROM YOUR UNIVERSITY WEBSITE IF THEY HAVE"">here</a>",en,placement
"Was ist der maximale Betrag, den ich von einem Geldautomaten abheben kann?",Die maximale Auszahlungslimit des Geldautomaten variiert je nach Kontokontyp und Standort. Bitte erkundigen Sie sich mit Ihren Kontodaten oder wenden Sie sich an den Kundendienst nach bestimmten Grenzen.,de,unknown
Kann ich über einen Webbrowser auf mein Konto zugreifen?,"Ja, Sie können über einen Webbrowser auf Ihr Konto zugreifen, indem Sie sich in unserer Online -Banking -Plattform anmelden.",de,unknown
hell,please use appropriate language,en,swear
How can I order a new checkbook?,"You can order a new checkbook through our online banking portal, mobile app, or by visiting any of our branches.",en,unknown
Kann ich eine wiederkehrende Übertragung zwischen meinen Konten einrichten?,"Ja, Sie können eine wiederkehrende Übertragung einrichten, indem Sie sich auf Ihr Online -Banking -Konto anmelden und die Übertragung unter ""Übertragungsfonds"" planen.",de,unknown
Was sind Ihre Richtlinien für Mindestguthaben?,Die Mindestbilanzanforderungen des Kontos werden in unseren Kontobedingungen detailliert beschrieben. Überprüfen Sie die Informationen auf unserer Website oder wenden Sie sich an den Kundendienst.,de,unknown
Wie aktiviere ich meine neue Kreditkarte?,"Aktivieren Sie Ihre neue Kreditkarte, indem Sie die mit Ihrer Karte bereitgestellte Aktivierungsnummer oder anmelden, indem Sie sich in Ihrem Online -Banking -Konto anmelden.",de,unknown
Wie kann ich eine Darlehenserklärung erhalten?,"Fordern Sie eine Darlehenserklärung an, indem Sie sich an Ihrem Online -Banking -Konto anmelden, sich an den Kundendienst wenden oder eine Filiale besuchen.",de,unknown
What are your branch hours?,Branch hours vary by location. Please visit our website or contact your nearest branch for specific hours of operation.,en,unknown
what is the Information Technology syllabus,"Timetable provide direct to the students OR To know about syllabus visit <a target=""_blank"" href=""TIMETABLE LINK""> here</a>",en,syllabus
எனது கடன் விண்ணப்பத்தின் நிலையை எவ்வாறு சரிபார்க்க முடியும்?,"உங்கள் கடன் விண்ணப்பத்தின் நிலையை சரிபார்க்க, உங்கள் ஆன்லைன் வங்கி கணக்கில் உள்நுழைக அல்லது புதுப்பிப்புகளுக்கு எங்கள் கடன் துறையைத் தொடர்பு கொள்ளவும்.",ta,unknown
what are branches in UNI?,"Our university offers Information Technology, computer Engineering, Mechanical engineering,Chemical engineering, Civil engineering and extc Engineering.",en,course
How do I check if my application is approved?,You can check the status of your application by logging into your online banking account or contacting customer service for an update.,en,unknown
நீங்கள் மொபைல் காசோலை வைப்புத்தொகையை வழங்குகிறீர்களா?,"ஆம், எங்கள் வங்கி பயன்பாட்டின் மூலம் மொபைல் காசோலை வைப்புத்தொகையை வழங்குகிறோம். காசோலையின் புகைப்படத்தை எடுத்து பயன்பாட்டில் உள்ள வழிமுறைகளைப் பின்பற்றவும்.",ta,unknown
வலை உலாவி மூலம் எனது கணக்கை அணுக முடியுமா?,"ஆம், எங்கள் ஆன்லைன் வங்கி தளத்தில் உள்நுழைவதன் மூலம் வலை உலாவி மூலம் உங்கள் கணக்கை அணுகலாம்.",ta,unknown
Was sind Ihre aktuellen Zinssätze für Sparkonten?,"Bitte besuchen Sie unsere Website oder wenden Sie sich an den Kundendienst, um die aktuellsten Informationen zu Zinssätzen für Sparkonten zu erhalten.",de,unknown
ragging juniors,"We are Proud to tell you that our college provides ragging free environment, and we have strict rules against ragging",en,ragging
"Was soll ich tun, wenn ich mein Online -Banking -Passwort vergesse?","Setzen Sie Ihr Online -Banking -Passwort zurück, indem Sie die Anweisungen auf der Anmeldeseite befolgen oder sich an den Kundendienst wenden, um Unterstützung zu erhalten.",de,unknown
address of college,"<a target=""_blank"" href=""ADD YOU GOOGLE MAP LINK HERE""> here</a>",en,location
நீங்கள் முதலீட்டு சேவைகளை வழங்குகிறீர்களா?,"ஆம், நாங்கள் முதலீட்டு சேவைகளை வழங்குகிறோம். எங்கள் முதலீட்டு விருப்பங்கள் மற்றும் சேவைகளைப் பற்றி மேலும் அறிய எங்களைத் தொடர்பு கொள்ளுங்கள் அல்லது எங்கள் வலைத்தளத்தைப் பார்வையிடவும்.",ta,unknown
name,You can call me Mind Reader.,en,name
syllabus,"Timetable provide direct to the students OR To know about syllabus visit <a target=""_blank"" href=""TIMETABLE LINK""> here</a>",en,syllabus
where is the college located,"<a target=""_blank"" href=""ADD YOU GOOGLE MAP LINK HERE""> here</a>",en,location
எனது வங்கிக் கணக்கை எவ்வாறு மூடுவது?,"உங்கள் வங்கிக் கணக்கை மூட, உங்கள் ஐடி மற்றும் மீதமுள்ள காசோலைகள் அல்லது அட்டைகளுடன் ஒரு கிளையைப் பார்வையிடவும். மாற்றாக, ஆன்லைன் வங்கி மூலம் கணக்கு மூடலைக் கோரலாம்.",ta,unknown
What should I do if I forget my online banking password?,Reset your online banking password by following the instructions on the login page or contacting customer service for assistance.,en,unknown
Goodbye,Sad to see you go :(,en,goodbye
how to get in hostel,"For hostel detail visit <a target=""_blank"" href=""ADD YOUR HOSTEL DETAIL PDF LINK OR ANY INFORMATION LINK OR ADD YOU OWN ANSWERS""> here</a>",en,hostel
Wie kann ich eine geplante Zahlung stornieren?,"Um eine geplante Zahlung zu kündigen, melden Sie sich in Ihr Online -Banking -Konto an, navigieren Sie zu „geplanten Zahlungen“ und befolgen Sie die Anweisungen zur Absage.",de,unknown
Kann ich Hilfe beim Verständnis meiner Kontoaussage bekommen?,"Ja, Sie können Hilfe beim Verständnis Ihrer Kontoerklärung erhalten, indem Sie sich an den Kundendienst wenden, um die Gebühren oder Details zu klären.",de,unknown
கணக்கு செயலற்ற கட்டணத்தில் உங்கள் கொள்கைகள் என்ன?,கணக்கு செயலற்ற கட்டணம் மற்றும் கொள்கைகள் எங்கள் கட்டண அட்டவணையில் விவரிக்கப்பட்டுள்ளன. எங்கள் வலைத்தளத்தின் தகவல்களை மதிப்பாய்வு செய்யவும் அல்லது விவரங்களுக்கு வாடிக்கையாளர் சேவையைத் தொடர்பு கொள்ளவும்.,ta,unknown
What are your fees for account maintenance?,Fees for account maintenance can be found on our fee schedule. Please review the information on our website or contact customer service.,en,unknown
sem,"Here is the Academic Calendar  <a target=""_blank"" href=""YOUR ACADEMIC CALENDER"">website</a>",en,sem
எனது கணக்கு வரலாற்றை ஆன்லைனில் பார்க்க முடியுமா?,"ஆம், உங்கள் ஆன்லைன் வங்கி கணக்கில் உள்நுழைந்து 'கணக்கு வரலாறு' பிரிவை அணுகுவதன் மூலம் உங்கள் கணக்கு வரலாற்றை ஆன்லைனில் காணலாம்.",ta,unknown
Was sind die Vorteile eines Premium -Kontos?,"Premium -Konten bieten zusätzliche Vorteile wie höhere Zinssätze, niedrigere Gebühren und exklusive Dienstleistungen. Bitte überprüfen Sie unsere Website für weitere Informationen.",de,unknown
Can i get your phone number,You can contact at: NUMBER,en,number
How can I get help with online banking issues?,"For assistance with online banking issues, contact our customer support team or visit a branch for in-person help.",en,unknown
wheres the college,"<a target=""_blank"" href=""ADD YOU GOOGLE MAP LINK HERE""> here</a>",en,location
எனது கிரெடிட் ஸ்கோரை எவ்வாறு சரிபார்க்கிறேன்?,எங்கள் ஆன்லைன் வங்கி தளத்தின் மூலம் அல்லது கடன் அறிக்கையிடல் முகவர் நிறுவனங்களிடமிருந்து கடன் அறிக்கையை கோருவதன் மூலம் உங்கள் கிரெடிட் ஸ்கோரை சரிபார்க்கலாம்.,ta,unknown
admission process,"Application can also be submitted online through the Unversity's  <a target=""_blank"" href=""LINK OF ADMISSION DOCUMENT"">website</a>",en,admission
தொலைபேசி அழைப்பு மூலம் எனது கணக்கை அணுக முடியுமா?,பெரும்பாலான கணக்கு சேவைகள் தொலைபேசி ஆதரவு மூலம் கிடைக்கின்றன. தொலைபேசியில் உங்கள் கணக்கில் உதவிக்கு வாடிக்கையாளர் சேவையைத் தொடர்பு கொள்ளுங்கள்.,ta,unknown
What is your banks policy on foreign transactions?,Foreign transaction fees and policies can be found on our website or by contacting customer service for details specific to your account.,en,unknown
Do you offer investment services?,"Yes, we offer investment services. Contact us or visit our website to learn more about our investment options and services.",en,unknown
Wie lautet Ihre Richtlinien für Mindestguthaben?,"Unsere Richtlinie zu Mindestguthaben variiert je nach Kontotyp. Bitte überprüfen Sie die Kontodaten auf unserer Website oder wenden Sie sich an den Kundendienst, um Einzelheiten zu erhalten.",de,unknown
உங்கள் வங்கி மூலம் கடன் அறிக்கையை நான் பெறலாமா?,கடன் அறிக்கைகள் கடன் அறிக்கையிடல் முகவர் மூலம் கிடைக்கின்றன. உங்கள் ஆன்லைன் வங்கி கணக்கு மூலம் அணுகல் இருக்கிறதா என்று சரிபார்க்கவும்.,ta,unknown
holiday list,Academic calender is given to you by your class-soordinators after you join your respective classes,en,vacation
please provide sports and games information,"Our university encourages all-round development of students and hence provides sports facilities in the campus. For more details visit<a target=""_blank"" href=/""(LINK IF HAVE)"">here</a>",en,sports
வங்கியில் இருந்து வந்ததாகக் கூறி சந்தேகத்திற்கிடமான மின்னஞ்சலைப் பெற்றால் நான் என்ன செய்ய வேண்டும்?,எந்த இணைப்புகளையும் கிளிக் செய்ய வேண்டாம் அல்லது தனிப்பட்ட தகவல்களை வழங்க வேண்டாம். விசாரணைக்கு Frad@example.com இல் எங்கள் மோசடி துறைக்கு மின்னஞ்சலை அனுப்பவும்.,ta,unknown
Do you offer insurance products?,"Yes, we offer various insurance products. Please visit our website or contact customer service for more information on insurance options.",en,unknown
branches?,"Our university offers Information Technology, computer Engineering, Mechanical engineering,Chemical engineering, Civil engineering and extc Engineering.",en,course
எளிதான நிர்வாகத்திற்காக பல கணக்குகளை இணைக்க முடியுமா?,"ஆம், எங்கள் ஆன்லைன் வங்கி தளம் அல்லது மொபைல் பயன்பாடு மூலம் எளிதாக மேலாண்மைக்கு பல கணக்குகளை இணைக்கலாம்.",ta,unknown
"Was ist der Prozess, um eine Transaktion zu bestreiten?","Um eine Transaktion zu bestreiten, wenden Sie sich an unseren Kundendienst mit Ihren Kontodaten und Informationen zu der Transaktion, die Sie bestreiten möchten.",de,unknown
What is there to eat?,"we serve Franky, Locho, Alu-puri, Kachori, Khavsa, Thaali and many more on menu",en,menu
list of events organised in college,"For event detail visit <a target=""_blank"" href=""ADD YOUR FUNCTIONS LINK OR YOUR OWN RESPONSE""> here</a>",en,event
documents needed at the time of admission,"To know more about document required visit <a target=""_blank"" href=""ADD LINK OF ADMISSION GUIDANCE DOCUMENT FROM YOUR UNIVERSITY WEBSITE""> here</a>",en,document
hostel address,"For hostel detail visit <a target=""_blank"" href=""ADD YOUR HOSTEL DETAIL PDF LINK OR ANY INFORMATION LINK OR ADD YOU OWN ANSWERS""> here</a>",en,hostel
Holiday in these year,Academic calender is given to you by your class-soordinators after you join your respective classes,en,vacation
call,You can contact at: NUMBER,en,number
how u can help me,I can answer to low-intermediate questions regarding college,en,task
What should I do if I receive a suspicious email claiming to be from the bank?,Do not click any links or provide personal information. Forward the email to our fraud department at fraud@example.com for investigation.,en,unknown
college dress code,ENTER YOUR OWN UNIVERSITY UNIFORM CIRCULER,en,uniform
புதிய காசோலை புத்தகத்தை நான் எவ்வாறு ஆர்டர் செய்யலாம்?,"எங்கள் ஆன்லைன் வங்கி போர்ட்டல், மொபைல் பயன்பாடு அல்லது எங்கள் கிளைகளில் ஏதேனும் ஒன்றைப் பார்வையிடுவதன் மூலம் புதிய சோதனை புத்தகத்தை ஆர்டர் செய்யலாம்.",ta,unknown
canteen facilities,Our university has canteen with variety of food available,en,canteen
கணக்கு விழிப்பூட்டல்களை எவ்வாறு அமைப்பது?,"உங்கள் ஆன்லைன் வங்கி கணக்கில் உள்நுழைந்து, 'விழிப்பூட்டல்கள்' பகுதிக்குச் சென்று, உங்கள் கணக்கு நடவடிக்கைகளுக்கு நீங்கள் பெற விரும்பும் விழிப்பூட்டல்களைத் தேர்வுசெய்க.",ta,unknown
Can I schedule recurring payments?,"Yes, you can schedule recurring payments through our online banking portal or mobile app by setting up automatic payments for your bills.",en,unknown
College phone no?,You can contact at: NUMBER,en,number
How do I change my contact information?,"To change your contact information, log into your online banking account and update your details in the 'Profile' section.",en,unknown
thanks for the help,I am glad I helped you,en,salutaion
phone number,You can contact at: NUMBER,en,number
hostel facilities,"For hostel detail visit <a target=""_blank"" href=""ADD YOUR HOSTEL DETAIL PDF LINK OR ANY INFORMATION LINK OR ADD YOU OWN ANSWERS""> here</a>",en,hostel
what are you,You can call me Mind Reader.,en,name
கணக்கு செயலற்ற கட்டணத்தில் உங்கள் கொள்கை என்ன?,கணக்கு செயலற்ற கட்டணம் மற்றும் கொள்கைகள் எங்கள் கட்டண அட்டவணையில் விவரிக்கப்பட்டுள்ளன. எங்கள் வலைத்தளத்தின் தகவல்களை மதிப்பாய்வு செய்யவும் அல்லது விவரங்களுக்கு வாடிக்கையாளர் சேவையைத் தொடர்பு கொள்ளவும்.,ta,unknown
its ok,I am glad I helped you,en,salutaion
சேதமடைந்த அட்டைக்கு மாற்றீட்டை எவ்வாறு பெறுவது?,"சேதமடைந்த அட்டைக்கு மாற்றாக, வாடிக்கையாளர் சேவையைத் தொடர்பு கொள்ளுங்கள் அல்லது புதிய அட்டையை கோர ஒரு கிளையைப் பார்வையிடவும்.",ta,unknown
How do I set up account alerts?,"Log into your online banking account, go to the 'Alerts' section, and choose the types of alerts you want to receive for your account activities.",en,unknown
what can you do,I can answer to low-intermediate questions regarding college,en,task
Is anyone there?,Hello!,en,greeting
"Was soll ich tun, wenn ich eine unerwartete Gebühr für mein Konto erhalte?","Überprüfen Sie die Gebührendaten und wenden Sie sich an den Kundendienst, wenn Sie der Ansicht sind, dass die Gebühr falsch oder nicht autorisiert ist.",de,unknown
எளிதாக அணுக எனது கணக்குகளை இணைக்க முடியுமா?,"ஆம், எங்கள் ஆன்லைன் வங்கி தளம் அல்லது மொபைல் பயன்பாடு மூலம் எளிதாக அணுக உங்கள் கணக்குகளை இணைக்கலாம்.",ta,unknown
Can I get a temporary credit limit increase?,"To request a temporary credit limit increase, contact customer service or log into your online banking account and apply for a temporary increase.",en,unknown
okk,I am glad I helped you,en,salutaion
Kann ich meine Konten für einen leichteren Zugriff verknüpfen?,"Ja, Sie können Ihre Konten für den einfacheren Zugriff über unsere Online -Banking -Plattform oder mobile App verknüpfen.",de,unknown
who create you,College students,en,creator
nice work,I am glad I helped you,en,salutaion
when is semester,"Here is the Academic Calendar  <a target=""_blank"" href=""YOUR ACADEMIC CALENDER"">website</a>",en,sem
scholarship it,"Many government scholarships are supported by our university. For details and updates visit <a target=""_blank"" href=""(SCHOLARSHIP DETAILS LINK)"">here</a>",en,scholarship
அசாதாரண கணக்கு செயல்பாட்டிற்கான விழிப்பூட்டல்களை நான் அமைக்க முடியுமா?,"ஆம், உங்கள் கணக்கை மிக நெருக்கமாக கண்காணிக்க எங்கள் ஆன்லைன் வங்கி தளம் அல்லது மொபைல் பயன்பாடு மூலம் அசாதாரண கணக்கு செயல்பாட்டிற்கான விழிப்பூட்டல்களை நீங்கள் அமைக்கலாம்.",ta,unknown
what is the admission process,"Application can also be submitted online through the Unversity's  <a target=""_blank"" href=""LINK OF ADMISSION DOCUMENT"">website</a>",en,admission
facilities,"Our university's Engineering department provides fully AC Lab with internet connection, smart classroom, Auditorium, library,canteen",en,facilities
more info,You can contact at: NUMBER,en,number
good job,I am glad I helped you,en,salutaion
College facility,"Our university's Engineering department provides fully AC Lab with internet connection, smart classroom, Auditorium, library,canteen",en,facilities
well done,I am glad I helped you,en,salutaion
வெளிநாட்டு பரிவர்த்தனைகள் குறித்த உங்கள் வங்கியின் கொள்கை என்ன?,வெளிநாட்டு பரிவர்த்தனை கட்டணம் மற்றும் கொள்கைகள் எங்கள் வலைத்தளத்திலோ அல்லது உங்கள் கணக்கிற்கு குறிப்பிட்ட விவரங்களுக்கு வாடிக்கையாளர் சேவையைத் தொடர்புகொள்வதன் மூலமோ காணலாம்.,ta,unknown
how far is hostel from college,"For hostel detail visit <a target=""_blank"" href=""ADD YOUR HOSTEL DETAIL PDF LINK OR ANY INFORMATION LINK OR ADD YOU OWN ANSWERS""> here</a>",en,hostel
கடனுக்கு நான் எவ்வாறு விண்ணப்பிக்க முடியும்?,"கடனுக்காக விண்ணப்பிக்க, எங்கள் வலைத்தளத்தைப் பார்வையிட்டு ஆன்லைன் விண்ணப்ப படிவத்தை நிரப்பவும் அல்லது கடன் அதிகாரியுடன் பேச எங்கள் கிளைகளில் ஒன்றைப் பார்வையிடவும்.",ta,unknown
location,"<a target=""_blank"" href=""ADD YOU GOOGLE MAP LINK HERE""> here</a>",en,location
what is the hostel address,"For hostel detail visit <a target=""_blank"" href=""ADD YOUR HOSTEL DETAIL PDF LINK OR ANY INFORMATION LINK OR ADD YOU OWN ANSWERS""> here</a>",en,hostel
What is next lecture,"Timetable provide direct to the students OR To know about syllabus visit <a target=""_blank"" href=""TIMETABLE LINK""> here</a>",en,syllabus
How do I apply for a personal loan?,Apply for a personal loan by visiting our website to complete the online application or visit a branch to discuss your options with a loan officer.,en,unknown
நீங்கள் மாணவர் கடன் சேவைகளை வழங்குகிறீர்களா?,"ஆம், நாங்கள் மாணவர் கடன் சேவைகளை வழங்குகிறோம். மாணவர் கடன் விருப்பங்கள் குறித்த தகவலுக்கு எங்கள் வலைத்தளத்தைப் பார்வையிடவும் அல்லது எங்கள் கடன் துறையைத் தொடர்பு கொள்ளவும்.",ta,unknown
hostel fees,"For hostel detail visit <a target=""_blank"" href=""ADD YOUR HOSTEL DETAIL PDF LINK OR ANY INFORMATION LINK OR ADD YOU OWN ANSWERS""> here</a>",en,hostel
How do I access my tax documents?,Access your tax documents by logging into your online banking account and navigating to the 'Tax Documents' section.,en,unknown
Wie beantrage ich eine persönliche Kreditlinie?,"Beantragen Sie eine persönliche Kreditlinie, indem Sie unsere Website oder eine Filiale besuchen, um das Antragsverfahren mit einem Kreditsachen abzuschließen.",de,unknown
Wie kann ich auf meine Kontoaussagen zugreifen?,"Greifen Sie auf Ihre Kontoauszüge zu, indem Sie sich in Ihr Online -Banking -Konto anmelden und zum Abschnitt ""Aussagen"" navigieren.",de,unknown
How can I apply for a car loan?,Apply for a car loan by visiting our website to complete the online application or visit a branch to discuss your options with a loan officer.,en,unknown
Can I get a loan for home improvement?,"Yes, we offer loans for home improvement. Apply online or visit a branch to speak with a loan officer about your options.",en,unknown
எனது ஆன்லைன் வங்கி கடவுச்சொல்லை மறந்துவிட்டால் நான் என்ன செய்ய வேண்டும்?,"உள்நுழைவு பக்கத்தில் உள்ள 'கடவுச்சொல்லை மறந்துவிட்டேன்' என்பதைக் கிளிக் செய்து, உங்கள் பதிவுசெய்யப்பட்ட மின்னஞ்சல் முகவரியைப் பயன்படுத்தி உங்கள் கடவுச்சொல்லை மீட்டமைக்க வழிமுறைகளைப் பின்பற்றவும்.",ta,unknown
Was sind Ihre Gebühren für die Kontowartung?,Die Gebühren für die Kontowartung finden Sie in unserem Gebührenplan. Bitte überprüfen Sie die Informationen auf unserer Website oder wenden Sie sich an den Kundendienst.,de,unknown
when will semester end,Academic calender is given to you by your class-soordinators after you join your respective classes,en,vacation
எனது கணக்கு கடவுச்சொல்லை எவ்வாறு மாற்றுவது?,"உங்கள் கணக்கு கடவுச்சொல்லை மாற்ற, உங்கள் ஆன்லைன் வங்கி கணக்கில் உள்நுழைந்து, 'பாதுகாப்பு' அமைப்புகளுக்குச் சென்று, உங்கள் கடவுச்சொல்லைப் புதுப்பிக்க வழிமுறைகளைப் பின்பற்றவும்.",ta,unknown
semester,"Here is the Academic Calendar  <a target=""_blank"" href=""YOUR ACADEMIC CALENDER"">website</a>",en,sem
scholarship for computer engineering,"Many government scholarships are supported by our university. For details and updates visit <a target=""_blank"" href=""(SCHOLARSHIP DETAILS LINK)"">here</a>",en,scholarship
